date,location,new_cases,new_deaths,total_cases,total_deaths
3/7/2020,Ireland,4,,18,
3/7/2020,Israel,4,,19,
3/7/2020,Italy,778,49,4636,197
3/7/2020,Japan,59,0,408,6
3/7/2020,Jordan,0,,1,
3/7/2020,Kuwait,0,,58,
3/7/2020,Latvia,0,,1,
3/7/2020,Lebanon,6,,22,
3/7/2020,Liechtenstein,0,,1,
3/7/2020,Lithuania,0,,1,
3/7/2020,Luxembourg,1,,2,
3/7/2020,Malaysia,28,,83,
3/7/2020,Mexico,0,,5,
3/7/2020,Monaco,0,,1,
3/7/2020,Morocco,0,,2,
3/7/2020,Nepal,0,,1,
3/7/2020,Netherlands,46,,128,1
3/7/2020,New Zealand,1,,5,
3/7/2020,Nigeria,0,,1,
3/7/2020,Macedonia,2,,3,
3/7/2020,Norway,27,,113,
3/7/2020,Palestine,9,,16,
3/7/2020,Oman,0,,16,
3/7/2020,Pakistan,0,,5,
3/7/2020,Peru,,,1,
3/7/2020,Philippines,0,0,5,1
3/7/2020,Poland,4,,5,
3/7/2020,Portugal,4,,13,
3/7/2020,Qatar,3,,11,
3/7/2020,South Korea,483,2,6767,44
3/7/2020,Romania,1,,7,
3/7/2020,Russia,3,,7,
3/7/2020,Saint Barthlemy,0,,1,
3/7/2020,Saint Martin (French part),0,,2,
3/7/2020,San Marino,3,,24,
3/7/2020,Saudi Arabia,0,,8,
3/7/2020,Senegal,0,,4,
3/7/2020,Serbia,0,,1,
3/7/2020,Singapore,13,,130,
3/7/2020,Slovakia,,,1,
3/7/2020,Slovenia,3,,9,
3/7/2020,South Africa,0,,1,
3/7/2020,Spain,117,2,374,5
3/7/2020,Sri Lanka,0,,1,
3/7/2020,Sweden,76,,137,
3/7/2020,Switzerland,123,0,209,1
3/7/2020,Thailand,1,0,48,1
3/7/2020,United Kingdom,49,,167,1
3/7/2020,Togo,,,1,
3/7/2020,Tunisia,0,,1,
3/7/2020,Ukraine,0,,1,
3/7/2020,United Arab Emirates,18,,45,
3/7/2020,United States,65,1,213,11
3/7/2020,Vietnam,1,,17,
3/7/2020,World,3730,104,101927,3486
3/8/2020,Afghanistan,3,,4,
3/8/2020,Algeria,0,,17,
3/8/2020,Andorra,0,,1,
3/8/2020,Argentina,7,,9,1
3/8/2020,Armenia,0,,1,
3/8/2020,Australia,12,1,74,3
3/8/2020,Austria,38,,104,
3/8/2020,Azerbaijan,0,,9,
3/8/2020,Bahrain,7,,56,
3/8/2020,Belarus,0,,6,
3/8/2020,Belgium,60,,169,
3/8/2020,Bhutan,0,,1,
3/8/2020,Bosnia and Herzegovina,0,,2,
3/8/2020,Brazil,6,,19,
3/8/2020,Bulgaria,,,2,
3/8/2020,Cambodia,1,,2,
3/8/2020,Cameroon,0,,2,
3/8/2020,Canada,6,,57,
3/8/2020,Chile,0,,5,
3/8/2020,China,46,27,80859,3100
3/8/2020,Colombia,0,,1,
3/8/2020,Costa Rica,,,5,
3/8/2020,Croatia,0,,11,
3/8/2020,Czech Republic,14,,26,
3/8/2020,Denmark,8,,31,
3/8/2020,Dominican Republic,0,,1,
3/8/2020,Ecuador,0,,14,
3/8/2020,Egypt,45,,48,
3/8/2020,Estonia,0,,10,
3/8/2020,Faeroe Islands,,,1,
3/8/2020,Finland,0,,19,
3/8/2020,France,93,1,706,10
3/8/2020,French Guiana,,,5,
3/8/2020,Georgia,3,,12,
3/8/2020,Germany,156,,795,
3/8/2020,Gibraltar,0,,1,
3/8/2020,Greece,34,,66,
3/8/2020,Vatican,0,,1,
3/8/2020,Hungary,2,,7,
3/8/2020,Iceland,0,,45,
3/8/2020,India,3,,34,
3/8/2020,Indonesia,4,,6,
3/8/2020,International,0,1,696,7
3/8/2020,Iran,1076,21,5823,145
3/8/2020,Iraq,10,0,54,4
3/8/2020,Ireland,1,,19,
3/8/2020,Israel,6,,25,
3/8/2020,Italy,1247,37,5883,234
3/8/2020,Japan,47,0,455,6
3/8/2020,Jordan,0,,1,
3/8/2020,Kuwait,4,,62,
3/8/2020,Latvia,0,,1,
3/8/2020,Lebanon,6,,28,
3/8/2020,Liechtenstein,0,,1,
3/8/2020,Lithuania,0,,1,
3/8/2020,Luxembourg,0,,2,
3/8/2020,Malaysia,10,,93,
3/8/2020,Maldives,,,2,
3/8/2020,Malta,,,3,
3/8/2020,Martinique,,,2,
3/8/2020,Mexico,2,,7,
3/8/2020,Monaco,0,,1,
3/8/2020,Morocco,0,,2,
3/8/2020,Nepal,0,,1,
3/8/2020,Netherlands,60,0,188,1
3/8/2020,New Zealand,0,,5,
3/8/2020,Nigeria,0,,1,
3/8/2020,Macedonia,0,,3,
3/8/2020,Norway,34,,147,
3/8/2020,Palestine,0,,16,
3/8/2020,Oman,0,,16,
3/8/2020,Pakistan,0,,5,
3/8/2020,Peru,5,,6,
3/8/2020,Philippines,1,0,6,1
3/8/2020,Poland,1,,6,
3/8/2020,Portugal,8,,21,
3/8/2020,Qatar,1,,12,
3/8/2020,South Korea,367,6,7134,50
3/8/2020,Moldova,,,1,
3/8/2020,Romania,6,,13,
3/8/2020,Russia,0,,7,
3/8/2020,Saint Barthlemy,0,,1,
3/8/2020,Saint Martin (French part),0,,2,
3/8/2020,San Marino,3,,27,1
3/8/2020,Saudi Arabia,3,,11,
3/8/2020,Senegal,0,,4,
3/8/2020,Serbia,0,,1,
3/8/2020,Singapore,8,,138,
3/8/2020,Slovakia,2,,3,
3/8/2020,Slovenia,3,,12,
3/8/2020,South Africa,1,,2,
3/8/2020,Spain,56,0,430,5
3/8/2020,Sri Lanka,0,,1,
3/8/2020,Sweden,24,,161,
3/8/2020,Switzerland,55,1,264,2
3/8/2020,Thailand,2,0,50,1
3/8/2020,United Kingdom,43,1,210,2
3/8/2020,Togo,0,,1,
3/8/2020,Tunisia,0,,1,
3/8/2020,Ukraine,0,,1,
3/8/2020,United Arab Emirates,0,,45,
3/8/2020,United States,0,0,213,11
3/8/2020,Vietnam,4,,21,
3/8/2020,World,3644,96,105592,3584
3/9/2020,Afghanistan,0,,4,
3/9/2020,Albania,,,2,
3/9/2020,Algeria,3,,20,
3/9/2020,Andorra,0,,1,
3/9/2020,Argentina,3,0,12,1
3/9/2020,Armenia,0,,1,
3/9/2020,Australia,3,0,77,3
3/9/2020,Austria,8,,112,
3/9/2020,Azerbaijan,0,,9,
3/9/2020,Bahrain,23,,79,
3/9/2020,Bangladesh,,,3,
3/9/2020,Belarus,0,,6,
3/9/2020,Belgium,31,,200,
3/9/2020,Bhutan,0,,1,
3/9/2020,Bosnia and Herzegovina,0,,2,
3/9/2020,Brazil,6,,25,
3/9/2020,Bulgaria,2,,4,
3/9/2020,Cambodia,0,,2,
3/9/2020,Cameroon,0,,2,
3/9/2020,Canada,5,,62,
3/9/2020,Chile,5,,10,
3/9/2020,China,45,23,80904,3123
3/9/2020,Colombia,0,,1,
3/9/2020,Costa Rica,4,,9,
3/9/2020,Croatia,0,,11,
3/9/2020,Czech Republic,6,,32,
3/9/2020,Denmark,5,,36,
3/9/2020,Dominican Republic,0,,1,
3/9/2020,Ecuador,1,,15,
3/9/2020,Egypt,7,,55,1
3/9/2020,Estonia,0,,10,
3/9/2020,Faeroe Islands,1,,2,
3/9/2020,Finland,11,,30,
3/9/2020,France,410,9,1116,19
3/9/2020,French Guiana,0,,5,
3/9/2020,Georgia,1,,13,
3/9/2020,Germany,317,,1112,
3/9/2020,Gibraltar,0,,1,
3/9/2020,Greece,7,,73,
3/9/2020,Vatican,0,,1,
3/9/2020,Hungary,2,,9,
3/9/2020,Iceland,10,,55,
3/9/2020,India,9,,43,
3/9/2020,Indonesia,0,,6,
3/9/2020,International,0,0,696,7
3/9/2020,Iran,743,49,6566,194
3/9/2020,Iraq,6,2,60,6
3/9/2020,Ireland,2,,21,
3/9/2020,Israel,14,,39,
3/9/2020,Italy,1492,132,7375,366
3/9/2020,Japan,33,1,488,7
3/9/2020,Jordan,0,,1,
3/9/2020,Kuwait,2,,64,
3/9/2020,Latvia,2,,3,
3/9/2020,Lebanon,4,,32,
3/9/2020,Liechtenstein,0,,1,
3/9/2020,Lithuania,0,,1,
3/9/2020,Luxembourg,0,,2,
3/9/2020,Malaysia,0,,93,
3/9/2020,Maldives,2,,4,
3/9/2020,Malta,0,,3,
3/9/2020,Martinique,0,,2,
3/9/2020,Mexico,0,,7,
3/9/2020,Monaco,0,,1,
3/9/2020,Morocco,0,,2,
3/9/2020,Nepal,0,,1,
3/9/2020,Netherlands,77,2,265,3
3/9/2020,New Zealand,0,,5,
3/9/2020,Nigeria,1,,2,
3/9/2020,Macedonia,0,,3,
3/9/2020,Norway,22,,169,
3/9/2020,Palestine,3,,19,
3/9/2020,Oman,0,,16,
3/9/2020,Pakistan,1,,6,
3/9/2020,Paraguay,,,1,
3/9/2020,Peru,0,,6,
3/9/2020,Philippines,4,0,10,1
3/9/2020,Poland,5,,11,
3/9/2020,Portugal,9,,30,
3/9/2020,Qatar,3,,15,
3/9/2020,South Korea,248,1,7382,51
3/9/2020,Moldova,0,,1,
3/9/2020,Romania,2,,15,
3/9/2020,Russia,0,,7,
3/9/2020,Saint Barthlemy,0,,1,
3/9/2020,Saint Martin (French part),0,,2,
3/9/2020,San Marino,10,0,37,1
3/9/2020,Saudi Arabia,4,,15,
3/9/2020,Senegal,0,,4,
3/9/2020,Serbia,0,,1,
3/9/2020,Singapore,12,,150,
3/9/2020,Slovakia,2,,5,
3/9/2020,Slovenia,4,,16,
3/9/2020,South Africa,1,,3,
3/9/2020,Spain,159,5,589,10
3/9/2020,Sri Lanka,0,,1,
3/9/2020,Sweden,42,,203,
3/9/2020,Switzerland,68,0,332,2
3/9/2020,Thailand,0,0,50,1
3/9/2020,United Kingdom,67,0,277,2
3/9/2020,Togo,0,,1,
3/9/2020,Tunisia,1,,2,
3/9/2020,Ukraine,0,,1,
3/9/2020,United Arab Emirates,0,,45,
3/9/2020,United States,0,0,213,11
3/9/2020,Vietnam,9,,30,
3/9/2020,World,3979,224,109577,3809
3/10/2020,Afghanistan,0,,4,
3/10/2020,Albania,0,,2,
3/10/2020,Algeria,0,,20,
3/10/2020,Andorra,0,,1,
3/10/2020,Argentina,0,0,12,1
3/10/2020,Armenia,0,,1,
3/10/2020,Australia,15,0,92,3
3/10/2020,Austria,19,,131,
3/10/2020,Azerbaijan,0,,9,
3/10/2020,Bahrain,30,,109,
3/10/2020,Bangladesh,0,,3,
3/10/2020,Belarus,0,,6,
3/10/2020,Belgium,39,,239,
3/10/2020,Bhutan,0,,1,
3/10/2020,Bosnia and Herzegovina,0,,2,
3/10/2020,Brazil,0,,25,
3/10/2020,Brunei,,,1,
3/10/2020,Bulgaria,0,,4,
3/10/2020,Cambodia,0,,2,
3/10/2020,Cameroon,0,,2,
3/10/2020,Canada,15,,77,
3/10/2020,Chile,3,,13,
3/10/2020,China,20,17,80924,3140
3/10/2020,Colombia,2,,3,
3/10/2020,Costa Rica,0,,9,
3/10/2020,Croatia,1,,12,
3/10/2020,Cyprus,,,2,
3/10/2020,Czech Republic,6,,38,
3/10/2020,Denmark,54,,90,
3/10/2020,Dominican Republic,4,,5,
3/10/2020,Ecuador,0,,15,
3/10/2020,Egypt,4,0,59,1
3/10/2020,Estonia,0,,10,
3/10/2020,Faeroe Islands,0,,2,
3/10/2020,Finland,10,,40,
3/10/2020,France,286,11,1402,30
3/10/2020,French Guiana,0,,5,
3/10/2020,Georgia,2,,15,
3/10/2020,Germany,27,,1139,2
3/10/2020,Gibraltar,0,,1,
3/10/2020,Greece,0,,73,
3/10/2020,Guernsey,,,1,
3/10/2020,Vatican,0,,1,
3/10/2020,Hungary,0,,9,
3/10/2020,Iceland,0,,55,
3/10/2020,India,1,,44,
3/10/2020,Indonesia,13,,19,
3/10/2020,International,0,0,696,7
3/10/2020,Iran,595,43,7161,237
3/10/2020,Iraq,1,0,61,6
3/10/2020,Ireland,3,,24,
3/10/2020,Israel,0,,39,
3/10/2020,Italy,1797,97,9172,463
3/10/2020,Japan,26,2,514,9
3/10/2020,Jordan,0,,1,
3/10/2020,Kuwait,1,,65,
3/10/2020,Latvia,3,,6,
3/10/2020,Lebanon,9,,41,
3/10/2020,Liechtenstein,0,,1,
3/10/2020,Lithuania,0,,1,
3/10/2020,Luxembourg,3,,5,
3/10/2020,Malaysia,24,,117,
3/10/2020,Maldives,0,,4,
3/10/2020,Malta,1,,4,
3/10/2020,Martinique,0,,2,
3/10/2020,Mexico,0,,7,
3/10/2020,Monaco,0,,1,
3/10/2020,Mongolia,,,1,
3/10/2020,Morocco,0,,2,
3/10/2020,Nepal,0,,1,
3/10/2020,Netherlands,56,0,321,3
3/10/2020,New Zealand,0,,5,
3/10/2020,Nigeria,0,,2,
3/10/2020,Macedonia,4,,7,
3/10/2020,Norway,23,,192,
3/10/2020,Palestine,7,,26,
3/10/2020,Oman,2,,18,
3/10/2020,Pakistan,10,,16,
3/10/2020,Panama,,,1,
3/10/2020,Paraguay,0,,1,
3/10/2020,Peru,3,,9,
3/10/2020,Philippines,23,0,33,1
3/10/2020,Poland,5,,16,
3/10/2020,Portugal,0,,30,
3/10/2020,Qatar,3,,18,
3/10/2020,South Korea,131,3,7513,54
3/10/2020,Moldova,0,,1,
3/10/2020,Romania,0,,15,
3/10/2020,Russia,0,,7,
3/10/2020,Saint Barthlemy,0,,1,
3/10/2020,Saint Martin (French part),0,,2,
3/10/2020,San Marino,12,1,49,2
3/10/2020,Saudi Arabia,0,,15,
3/10/2020,Senegal,0,,4,
3/10/2020,Serbia,0,,1,
3/10/2020,Singapore,10,,160,
3/10/2020,Slovakia,2,,7,
3/10/2020,Slovenia,7,,23,
3/10/2020,South Africa,4,,7,
3/10/2020,Spain,435,18,1024,28
3/10/2020,Sri Lanka,0,,1,
3/10/2020,Sweden,45,,248,
3/10/2020,Switzerland,0,0,332,2
3/10/2020,Thailand,3,0,53,1
3/10/2020,United Kingdom,46,1,323,3
3/10/2020,Togo,0,,1,
3/10/2020,Tunisia,0,,2,
3/10/2020,Ukraine,0,,1,
3/10/2020,United Arab Emirates,14,,59,
3/10/2020,United States,259,8,472,19
3/10/2020,Vietnam,1,,31,
3/10/2020,World,4119,201,113702,4012
3/11/2020,Afghanistan,0,,4,
3/11/2020,Albania,8,,10,
3/11/2020,Algeria,0,,20,
3/11/2020,Andorra,0,,1,
3/11/2020,Argentina,5,0,17,1
3/11/2020,Armenia,0,,1,
3/11/2020,Australia,20,0,112,3
3/11/2020,Austria,51,,182,
3/11/2020,Azerbaijan,0,,9,
3/11/2020,Bahrain,1,,110,
3/11/2020,Bangladesh,0,,3,
3/11/2020,Belarus,3,,9,
3/11/2020,Belgium,28,,267,
3/11/2020,Bhutan,0,,1,
3/11/2020,Bolivia,,,2,
3/11/2020,Bosnia and Herzegovina,2,,4,
3/11/2020,Brazil,9,,34,
3/11/2020,Brunei,0,,1,
3/11/2020,Bulgaria,2,,6,
3/11/2020,Burkina Faso,,,2,
3/11/2020,Cambodia,1,,3,
3/11/2020,Cameroon,0,,2,
3/11/2020,Canada,16,,93,1
3/11/2020,Chile,4,,17,
3/11/2020,China,31,22,80955,3162
3/11/2020,Colombia,0,,3,
3/11/2020,Costa Rica,4,,13,
3/11/2020,Croatia,4,,16,
3/11/2020,Cyprus,0,,2,
3/11/2020,Czech Republic,23,,61,
3/11/2020,Democratic Republic of Congo,,,1,
3/11/2020,Denmark,172,,262,
3/11/2020,Dominican Republic,0,,5,
3/11/2020,Ecuador,0,,15,
3/11/2020,Egypt,0,0,59,1
3/11/2020,Estonia,3,,13,
3/11/2020,Faeroe Islands,0,,2,
3/11/2020,Finland,0,,40,
3/11/2020,France,372,3,1774,33
3/11/2020,French Guiana,0,,5,
3/11/2020,Georgia,8,,23,
3/11/2020,Germany,157,0,1296,2
3/11/2020,Gibraltar,0,,1,
3/11/2020,Greece,16,,89,
3/11/2020,Guernsey,0,,1,
3/11/2020,Vatican,0,,1,
3/11/2020,Hungary,4,,13,
3/11/2020,Iceland,6,,61,
3/11/2020,India,16,,60,
3/11/2020,Indonesia,8,,27,1
3/11/2020,International,0,0,696,7
3/11/2020,Iran,881,54,8042,291
3/11/2020,Iraq,0,0,61,6
3/11/2020,Ireland,10,,34,
3/11/2020,Israel,36,,75,
3/11/2020,Italy,977,168,10149,631
3/11/2020,Jamaica,,,1,
3/11/2020,Japan,54,3,568,12
3/11/2020,Jordan,0,,1,
3/11/2020,Kuwait,4,,69,
3/11/2020,Latvia,2,,8,
3/11/2020,Lebanon,0,,41,1
3/11/2020,Liechtenstein,0,,1,
3/11/2020,Lithuania,0,,1,
3/11/2020,Luxembourg,0,,5,
3/11/2020,Malaysia,12,,129,
3/11/2020,Maldives,4,,8,
3/11/2020,Malta,0,,4,
3/11/2020,Martinique,1,,3,
3/11/2020,Mexico,0,,7,
3/11/2020,Monaco,0,,1,
3/11/2020,Mongolia,0,,1,
3/11/2020,Morocco,1,,3,1
3/11/2020,Nepal,0,,1,
3/11/2020,Netherlands,61,1,382,4
3/11/2020,New Zealand,0,,5,
3/11/2020,Nigeria,0,,2,
3/11/2020,Macedonia,0,,7,
3/11/2020,Norway,85,,277,
3/11/2020,Palestine,4,,30,
3/11/2020,Oman,0,,18,
3/11/2020,Pakistan,0,,16,
3/11/2020,Panama,7,,8,1
3/11/2020,Paraguay,4,,5,
3/11/2020,Peru,2,,11,
3/11/2020,Philippines,16,0,49,1
3/11/2020,Poland,6,,22,
3/11/2020,Portugal,11,,41,
3/11/2020,Qatar,6,,24,
3/11/2020,South Korea,242,6,7755,60
3/11/2020,Moldova,2,,3,
3/11/2020,Romania,10,,25,
3/11/2020,Russia,0,,7,
3/11/2020,Saint Barthlemy,0,,1,
3/11/2020,Saint Martin (French part),0,,2,
3/11/2020,San Marino,14,0,63,2
3/11/2020,Saudi Arabia,5,,20,
3/11/2020,Senegal,0,,4,
3/11/2020,Serbia,11,,12,
3/11/2020,Singapore,6,,166,
3/11/2020,Slovakia,0,,7,
3/11/2020,Slovenia,8,,31,
3/11/2020,South Africa,0,,7,
3/11/2020,Spain,615,8,1639,36
3/11/2020,Sri Lanka,0,,1,
3/11/2020,Sweden,78,,326,
3/11/2020,Switzerland,159,1,491,3
3/11/2020,Thailand,6,0,59,1
3/11/2020,United Kingdom,50,3,373,6
3/11/2020,Togo,0,,1,
3/11/2020,Tunisia,4,,6,
3/11/2020,Ukraine,0,,1,
3/11/2020,United Arab Emirates,15,,74,
3/11/2020,United States,224,6,696,25
3/11/2020,Vietnam,4,,35,
3/11/2020,World,4611,275,118319,4292
3/12/2020,Afghanistan,3,,7,
3/12/2020,Albania,0,,10,
3/12/2020,Algeria,5,,25,1
3/12/2020,Andorra,0,,1,
3/12/2020,Argentina,2,0,19,1
3/12/2020,Armenia,0,,1,
3/12/2020,Australia,10,0,122,3
3/12/2020,Austria,120,,302,
3/12/2020,Azerbaijan,0,,9,
3/12/2020,Bahrain,79,,189,
3/12/2020,Bangladesh,0,,3,
3/12/2020,Belarus,3,,12,
3/12/2020,Belgium,47,,314,
3/12/2020,Bhutan,0,,1,
3/12/2020,Bolivia,0,,2,
3/12/2020,Bosnia and Herzegovina,0,,4,
3/12/2020,Brazil,18,,52,
3/12/2020,Brunei,11,,12,
3/12/2020,Bulgaria,1,,7,1
3/12/2020,Burkina Faso,0,,2,
3/12/2020,Cambodia,0,,3,
3/12/2020,Cameroon,0,,2,
3/12/2020,Canada,0,0,93,1
3/12/2020,Chile,6,,23,
3/12/2020,China,26,11,80981,3173
3/12/2020,Colombia,6,,9,
3/12/2020,Costa Rica,0,,13,
3/12/2020,Croatia,0,,16,
3/12/2020,Cyprus,4,,6,
3/12/2020,Czech Republic,33,,94,
3/12/2020,Cote d'Ivoire,,,1,
3/12/2020,Democratic Republic of Congo,0,,1,
3/12/2020,Denmark,353,,615,
3/12/2020,Dominican Republic,0,,5,
3/12/2020,Ecuador,2,,17,
3/12/2020,Egypt,8,0,67,1
3/12/2020,Estonia,0,,13,
3/12/2020,Faeroe Islands,0,,2,
3/12/2020,Finland,0,,40,
3/12/2020,France,495,15,2269,48
3/12/2020,French Guiana,0,,5,
3/12/2020,French Polynesia,,,1,
3/12/2020,Georgia,0,,23,
3/12/2020,Germany,271,1,1567,3
3/12/2020,Gibraltar,0,,1,
3/12/2020,Greece,9,,98,1
3/12/2020,Guernsey,0,,1,
3/12/2020,Vatican,0,,1,
3/12/2020,Honduras,,,2,
3/12/2020,Hungary,0,,13,
3/12/2020,Iceland,0,,61,
3/12/2020,India,13,,73,
3/12/2020,Indonesia,7,0,34,1
3/12/2020,International,0,0,696,7
3/12/2020,Iran,958,63,9000,354
3/12/2020,Iraq,9,1,70,7
3/12/2020,Ireland,9,,43,1
3/12/2020,Israel,0,,75,
3/12/2020,Italy,2313,196,12462,827
3/12/2020,Jamaica,0,,1,
3/12/2020,Japan,52,3,620,15
3/12/2020,Jordan,0,,1,
3/12/2020,Kuwait,11,,80,
3/12/2020,Latvia,8,,16,
3/12/2020,Lebanon,25,2,66,3
3/12/2020,Liechtenstein,0,,1,
3/12/2020,Lithuania,2,,3,
3/12/2020,Luxembourg,12,,17,
3/12/2020,Malaysia,0,,129,
3/12/2020,Maldives,0,,8,
3/12/2020,Malta,2,,6,
3/12/2020,Martinique,0,,3,
3/12/2020,Mexico,4,,11,
3/12/2020,Monaco,0,,1,
3/12/2020,Mongolia,0,,1,
3/12/2020,Morocco,2,0,5,1
3/12/2020,Nepal,0,,1,
3/12/2020,Netherlands,121,1,503,5
3/12/2020,New Zealand,0,,5,
3/12/2020,Nigeria,0,,2,
3/12/2020,Macedonia,0,,7,
3/12/2020,Norway,212,,489,
3/12/2020,Palestine,0,,30,
3/12/2020,Oman,0,,18,
3/12/2020,Pakistan,3,,19,
3/12/2020,Panama,2,0,10,1
3/12/2020,Paraguay,0,,5,
3/12/2020,Peru,6,,17,
3/12/2020,Philippines,3,1,52,2
3/12/2020,Poland,22,,44,
3/12/2020,Portugal,0,,41,
3/12/2020,Qatar,238,,262,
3/12/2020,South Korea,114,6,7869,66
3/12/2020,Moldova,1,,4,
3/12/2020,Romania,23,,48,
3/12/2020,Russia,13,,20,
3/12/2020,Saint Barthlemy,0,,1,
3/12/2020,Saint Martin (French part),0,,2,
3/12/2020,San Marino,0,0,63,2
3/12/2020,Saudi Arabia,1,,21,
3/12/2020,Senegal,0,,4,
3/12/2020,Serbia,7,,19,
3/12/2020,Singapore,12,,178,
3/12/2020,Slovakia,3,,10,
3/12/2020,Slovenia,26,,57,
3/12/2020,South Africa,6,,13,
3/12/2020,Spain,501,12,2140,48
3/12/2020,Sri Lanka,1,,2,
3/12/2020,Sweden,135,,461,
3/12/2020,Switzerland,154,1,645,4
3/12/2020,Thailand,11,0,70,1
3/12/2020,United Kingdom,87,0,460,6
3/12/2020,Togo,0,,1,
3/12/2020,Tunisia,0,,6,
3/12/2020,Turkey,,,1,
3/12/2020,Ukraine,0,,1,
3/12/2020,United Arab Emirates,0,,74,
3/12/2020,United States,291,4,987,29
3/12/2020,Vietnam,4,,39,
3/12/2020,World,6936,317,125260,4613
3/13/2020,Afghanistan,0,,7,
3/13/2020,Albania,13,,23,
3/13/2020,Algeria,0,0,25,1
3/13/2020,Andorra,0,,1,
3/13/2020,Argentina,12,0,31,1
3/13/2020,Armenia,0,,1,
3/13/2020,Australia,18,0,140,3
3/13/2020,Austria,59,,361,1
3/13/2020,Azerbaijan,2,,11,
3/13/2020,Bahrain,6,,195,
3/13/2020,Bangladesh,0,,3,
3/13/2020,Belarus,0,,12,
3/13/2020,Belgium,0,,314,
3/13/2020,Bhutan,0,,1,
3/13/2020,Bolivia,1,,3,
3/13/2020,Bosnia and Herzegovina,0,,4,
3/13/2020,Brazil,25,,77,
3/13/2020,Brunei,0,,12,
3/13/2020,Bulgaria,0,0,7,1
3/13/2020,Burkina Faso,0,,2,
3/13/2020,Cambodia,2,,5,
3/13/2020,Cameroon,0,,2,
3/13/2020,Canada,45,0,138,1
3/13/2020,Chile,10,,33,
3/13/2020,China,10,7,80991,3180
3/13/2020,Colombia,0,,9,
3/13/2020,Costa Rica,9,,22,
3/13/2020,Croatia,0,,16,
3/13/2020,Cuba,,,3,
3/13/2020,Cyprus,0,,6,
3/13/2020,Czech Republic,22,,116,
3/13/2020,Cote d'Ivoire,0,,1,
3/13/2020,Democratic Republic of Congo,0,,1,
3/13/2020,Denmark,59,,674,
3/13/2020,Dominican Republic,0,,5,
3/13/2020,Ecuador,0,,17,
3/13/2020,Egypt,0,0,67,1
3/13/2020,Estonia,0,,13,
3/13/2020,Faeroe Islands,0,,2,
3/13/2020,Finland,69,,109,
3/13/2020,France,591,13,2860,61
3/13/2020,French Guiana,1,,6,
3/13/2020,French Polynesia,0,,1,
3/13/2020,Georgia,2,,25,
3/13/2020,Germany,802,3,2369,6
3/13/2020,Gibraltar,0,,1,
3/13/2020,Greece,0,0,98,1
3/13/2020,Guernsey,0,,1,
3/13/2020,Guyana,,,1,1
3/13/2020,Vatican,0,,1,
3/13/2020,Honduras,0,,2,
3/13/2020,Hungary,3,,16,
3/13/2020,Iceland,0,,61,
3/13/2020,India,1,,74,1
3/13/2020,Indonesia,0,0,34,1
3/13/2020,International,0,0,696,7
3/13/2020,Iran,1075,75,10075,429
3/13/2020,Iraq,0,0,70,7
3/13/2020,Ireland,27,0,70,1
3/13/2020,Israel,0,,75,
3/13/2020,Italy,2651,189,15113,1016
3/13/2020,Jamaica,0,,1,
3/13/2020,Japan,55,4,675,19
3/13/2020,Jersey,,,2,
3/13/2020,Jordan,0,,1,
3/13/2020,Kuwait,0,,80,
3/13/2020,Latvia,0,,16,
3/13/2020,Lebanon,0,0,66,3
3/13/2020,Liechtenstein,3,,4,
3/13/2020,Lithuania,0,,3,
3/13/2020,Luxembourg,0,,17,
3/13/2020,Malaysia,0,,129,
3/13/2020,Maldives,0,,8,
3/13/2020,Malta,3,,9,
3/13/2020,Martinique,1,,4,
3/13/2020,Mexico,1,,12,
3/13/2020,Monaco,0,,1,
3/13/2020,Mongolia,0,,1,
3/13/2020,Morocco,1,0,6,1
3/13/2020,Nepal,0,,1,
3/13/2020,Netherlands,111,0,614,5
3/13/2020,New Zealand,0,,5,
3/13/2020,Nigeria,0,,2,
3/13/2020,Macedonia,0,,7,
3/13/2020,Norway,0,,489,1
3/13/2020,Palestine,1,,31,
3/13/2020,Oman,0,,18,
3/13/2020,Pakistan,1,,20,
3/13/2020,Panama,4,0,14,1
3/13/2020,Paraguay,0,,5,
3/13/2020,Peru,5,,22,
3/13/2020,Philippines,0,0,52,2
3/13/2020,Poland,5,,49,1
3/13/2020,Portugal,0,,41,
3/13/2020,Qatar,0,,262,
3/13/2020,South Korea,110,0,7979,66
3/13/2020,Moldova,0,,4,
3/13/2020,Romania,0,,48,
3/13/2020,Russia,14,,34,
3/13/2020,Reunion,,,3,
3/13/2020,Saint Barthlemy,0,,1,
3/13/2020,Saint Martin (French part),0,,2,
3/13/2020,Saint Vincent and the Grenadines,,,1,
3/13/2020,San Marino,0,0,63,2
3/13/2020,Saudi Arabia,0,,21,
3/13/2020,Senegal,6,,10,
3/13/2020,Serbia,0,,19,
3/13/2020,Singapore,9,,187,
3/13/2020,Slovakia,11,,21,
3/13/2020,Slovenia,0,,57,
3/13/2020,South Africa,4,,17,
3/13/2020,Spain,825,36,2965,84
3/13/2020,Sri Lanka,1,,3,
3/13/2020,Sweden,159,,620,
3/13/2020,Switzerland,213,2,858,6
3/13/2020,Thailand,5,0,75,1
3/13/2020,United Kingdom,134,2,594,8
3/13/2020,Togo,0,,1,
3/13/2020,Tunisia,1,,7,
3/13/2020,Turkey,0,,1,
3/13/2020,Ukraine,2,,3,
3/13/2020,United Arab Emirates,11,,85,
3/13/2020,United States,277,7,1264,36
